,Date,Location,MinTemp,MaxTemp,Rainfall,Evaporation,Sunshine,WindGustDir,WindGustSpeed,WindDir9am,WindDir3pm,WindSpeed9am,WindSpeed3pm,Humidity9am,Humidity3pm,Pressure9am,Pressure3pm,Cloud9am,Cloud3pm,Temp9am,Temp3pm,RainToday,RainTomorrow
624,2010-08-17,Albury,-1.0,12.1,3.8,,,E,15.0,,NE,0.0,9.0,87.0,55.0,1024.1,1020.4,,1.0,4.5,11.3,Yes,No
625,2010-08-18,Albury,1.3,11.8,0.2,,,ENE,31.0,,NE,0.0,20.0,92.0,86.0,1016.9,1006.3,4.0,8.0,5.0,8.7,No,Yes
626,2010-08-19,Albury,5.0,15.1,15.4,,,NW,57.0,NNW,NW,15.0,30.0,85.0,56.0,1008.2,1007.8,8.0,6.0,11.6,14.5,Yes,Yes
627,2010-08-20,Albury,4.5,11.7,2.0,,,W,46.0,WNW,WNW,20.0,30.0,82.0,58.0,1015.7,1014.8,4.0,5.0,6.4,10.4,Yes,No
628,2010-08-21,Albury,6.3,12.9,0.0,,,WNW,39.0,WNW,W,17.0,19.0,86.0,68.0,1018.7,1017.8,8.0,3.0,7.0,12.0,No,No
629,2010-08-22,Albury,2.1,15.3,0.2,,,N,26.0,E,NW,7.0,15.0,87.0,49.0,1024.0,1020.5,,6.0,7.6,14.3,No,No
630,2010-08-23,Albury,4.1,12.8,0.2,,,NW,17.0,SSE,WNW,6.0,7.0,91.0,61.0,1017.7,1012.6,8.0,8.0,6.4,12.0,No,Yes
631,2010-08-24,Albury,6.4,13.3,1.8,,,WNW,67.0,NW,NNW,19.0,22.0,90.0,55.0,1013.2,1010.3,8.0,8.0,9.4,11.7,Yes,Yes
632,2010-08-25,Albury,4.2,10.7,1.8,,,WNW,65.0,WNW,NNW,13.0,24.0,87.0,65.0,1010.9,1005.5,8.0,8.0,5.4,10.1,Yes,Yes
633,2010-08-26,Albury,5.4,11.8,9.6,,,NW,50.0,NNW,WNW,20.0,15.0,84.0,70.0,1003.1,1001.0,8.0,8.0,7.3,11.2,Yes,Yes
634,2010-08-27,Albury,6.8,13.4,4.0,,,NW,43.0,WNW,WSW,20.0,20.0,75.0,55.0,1009.5,1012.2,,,9.0,12.3,Yes,No
635,2010-08-28,Albury,0.9,14.4,0.0,,,WSW,22.0,ENE,W,6.0,4.0,99.0,58.0,1024.4,1024.0,8.0,3.0,4.1,13.3,No,No
636,2010-08-29,Albury,1.9,15.2,0.0,,,WSW,15.0,W,NW,2.0,6.0,85.0,57.0,1029.6,1027.2,5.0,7.0,7.1,14.1,No,No
637,2010-08-30,Albury,2.3,15.4,0.0,,,WNW,20.0,,NW,0.0,9.0,84.0,51.0,1028.9,1025.2,,,7.4,15.2,No,No
638,2010-08-31,Albury,2.9,14.2,0.0,,,N,20.0,S,NE,6.0,13.0,89.0,61.0,1024.8,1020.4,,6.0,7.2,13.4,No,No
639,2010-09-01,Albury,7.1,15.1,0.0,,,NW,17.0,SSW,SW,7.0,6.0,86.0,71.0,1015.8,1014.9,7.0,8.0,11.2,14.2,No,No
640,2010-09-02,Albury,10.0,16.8,0.8,,,SSE,33.0,,W,0.0,9.0,92.0,68.0,1016.5,1016.0,7.0,5.0,10.9,16.1,No,No
641,2010-09-03,Albury,7.1,17.6,0.0,,,SE,26.0,SSE,E,17.0,17.0,65.0,55.0,1022.1,1017.5,,,10.2,17.2,No,Yes
642,2010-09-04,Albury,10.1,17.7,21.8,,,N,70.0,NE,N,24.0,24.0,96.0,87.0,1004.7,999.0,8.0,8.0,15.1,14.8,Yes,Yes
643,2010-09-05,Albury,9.8,14.2,20.8,,,NNW,72.0,NW,W,22.0,19.0,81.0,67.0,1011.7,1013.8,8.0,7.0,10.6,13.2,Yes,Yes
644,2010-09-06,Albury,6.8,12.8,2.4,,,NW,50.0,NW,W,11.0,13.0,89.0,64.0,1019.7,1018.7,8.0,6.0,9.5,12.5,Yes,Yes
645,2010-09-07,Albury,2.3,15.1,1.2,,,SW,52.0,SE,WSW,7.0,11.0,83.0,49.0,1026.2,1024.3,,1.0,8.0,14.7,Yes,No
646,2010-09-08,Albury,1.7,15.9,0.0,,,NNE,24.0,ESE,ENE,7.0,13.0,74.0,51.0,1026.9,1022.6,,7.0,8.8,14.6,No,No
647,2010-09-09,Albury,7.2,14.7,0.0,,,ENE,39.0,SE,ENE,7.0,11.0,76.0,90.0,1015.6,1009.7,8.0,8.0,11.1,11.9,No,Yes
648,2010-09-10,Albury,8.1,14.0,24.8,,,W,50.0,WNW,W,28.0,22.0,91.0,86.0,1004.5,1006.0,8.0,8.0,10.9,11.0,Yes,Yes
649,2010-09-11,Albury,2.6,15.9,3.2,,,WNW,35.0,S,WNW,7.0,13.0,88.0,54.0,1020.2,1019.2,,8.0,8.4,15.8,Yes,No
650,2010-09-12,Albury,4.5,16.3,0.0,,,N,22.0,ESE,NW,9.0,6.0,84.0,51.0,1022.5,1017.5,,8.0,10.2,15.4,No,No
651,2010-09-13,Albury,6.0,18.7,0.4,,,W,31.0,E,WNW,7.0,17.0,88.0,47.0,1017.1,1014.8,,1.0,11.4,18.2,No,No
652,2010-09-14,Albury,5.8,19.0,0.0,,,WSW,46.0,SE,SE,19.0,7.0,76.0,50.0,1014.7,1010.3,,,12.2,18.1,No,No
653,2010-09-15,Albury,5.5,13.6,0.0,,,WSW,43.0,W,WNW,20.0,24.0,68.0,58.0,1015.2,1015.6,,7.0,9.5,13.4,No,No
654,2010-09-16,Albury,7.5,13.4,0.0,,,WSW,54.0,W,W,20.0,28.0,64.0,49.0,1019.2,1017.0,6.0,3.0,10.2,13.1,No,No
655,2010-09-17,Albury,4.3,14.3,0.2,,,SW,39.0,W,WSW,13.0,20.0,76.0,54.0,1024.0,1021.9,,5.0,8.8,13.7,No,No
656,2010-09-18,Albury,3.3,13.9,0.0,,,W,31.0,WNW,W,11.0,19.0,67.0,60.0,1021.8,1018.8,6.0,8.0,9.8,13.5,No,No
657,2010-09-19,Albury,2.4,16.4,0.0,,,W,30.0,E,W,2.0,17.0,90.0,55.0,1022.7,1020.8,8.0,2.0,9.0,16.2,No,No
658,2010-09-20,Albury,2.8,18.7,0.0,,,W,24.0,SSE,W,6.0,9.0,79.0,54.0,1026.1,1023.3,,,10.0,18.6,No,No
659,2010-09-21,Albury,5.0,19.6,0.0,,,W,24.0,E,WNW,2.0,15.0,81.0,64.0,1025.2,1022.6,,,11.9,19.2,No,No
660,2010-09-22,Albury,8.6,20.1,0.0,,,W,26.0,W,SE,2.0,6.0,70.0,48.0,1025.8,1021.7,5.0,8.0,14.7,19.1,No,No
661,2010-09-23,Albury,5.7,19.9,0.0,,,W,28.0,,W,0.0,17.0,76.0,52.0,1024.4,1021.9,1.0,,12.1,19.1,No,No
662,2010-09-24,Albury,3.7,19.1,0.0,,,NE,33.0,E,WNW,2.0,17.0,96.0,61.0,1023.9,1020.7,8.0,2.0,9.0,18.3,No,No
663,2010-09-25,Albury,5.6,19.7,0.0,,,NW,28.0,S,NNW,7.0,17.0,84.0,52.0,1018.6,1015.1,,1.0,12.1,18.7,No,No
664,2010-09-26,Albury,5.4,20.6,0.0,,,WSW,24.0,,WNW,0.0,13.0,75.0,43.0,1020.5,1017.3,,,13.2,20.1,No,No
665,2010-09-27,Albury,6.5,20.0,0.0,,,WNW,43.0,NW,WNW,4.0,22.0,83.0,50.0,1014.1,1011.2,,,11.9,19.0,No,No
666,2010-09-28,Albury,5.4,14.6,0.0,,,W,39.0,WNW,WNW,11.0,22.0,65.0,49.0,1016.0,1015.1,,,10.4,13.5,No,No
667,2010-09-29,Albury,3.7,14.3,0.0,,,W,39.0,W,W,19.0,26.0,66.0,43.0,1021.4,1020.5,,,9.4,13.9,No,No
668,2010-09-30,Albury,-0.1,14.6,0.0,,,NNW,28.0,E,WNW,9.0,17.0,59.0,45.0,1026.3,1023.7,,,9.5,14.0,No,No
669,2010-10-01,Albury,4.1,17.4,0.0,,,NE,20.0,NW,NE,7.0,11.0,71.0,42.0,1027.5,1024.6,,,9.9,16.5,No,No
670,2010-10-02,Albury,4.8,21.1,0.0,,,NE,37.0,SE,NE,13.0,15.0,61.0,47.0,1028.2,1025.1,,,13.7,20.8,No,No
671,2010-10-03,Albury,7.4,23.0,0.0,,,NE,35.0,SSE,NNE,2.0,20.0,72.0,45.0,1028.4,1025.0,,,13.4,22.3,No,No
672,2010-10-04,Albury,8.2,23.2,0.0,,,NE,35.0,WNW,NNW,6.0,15.0,85.0,52.0,1024.6,1020.4,,,13.2,22.5,No,No
673,2010-10-05,Albury,10.1,25.9,0.0,,,NE,24.0,ESE,SE,7.0,9.0,78.0,52.0,1021.9,1019.5,,1.0,16.3,23.8,No,No
674,2010-10-06,Albury,11.1,24.9,0.0,,,W,69.0,ESE,N,11.0,20.0,80.0,52.0,1019.8,1014.4,,,17.4,24.5,No,Yes
675,2010-10-07,Albury,7.3,15.9,10.0,,,WSW,46.0,W,WSW,20.0,26.0,64.0,42.0,1020.0,1020.7,,,10.0,15.5,Yes,No
676,2010-10-08,Albury,4.2,19.0,0.0,,,W,30.0,SE,WNW,2.0,15.0,59.0,49.0,1025.3,1023.0,,,10.9,17.3,No,No
677,2010-10-09,Albury,5.4,20.8,0.0,,,N,17.0,SSW,ESE,2.0,4.0,83.0,49.0,1025.7,1023.6,1.0,,9.9,19.7,No,No
678,2010-10-10,Albury,8.2,23.2,0.0,,,NE,39.0,W,NE,6.0,19.0,71.0,42.0,1029.4,1028.1,,,14.8,22.3,No,No
679,2010-10-11,Albury,7.6,23.7,0.0,,,E,37.0,SE,NNE,15.0,19.0,60.0,45.0,1030.9,1027.2,,,15.4,23.2,No,No
680,2010-10-12,Albury,14.5,19.9,0.8,,,NNE,31.0,ESE,ENE,7.0,19.0,91.0,66.0,1027.7,1023.9,8.0,8.0,14.7,19.5,No,Yes
681,2010-10-13,Albury,14.7,18.0,11.4,,,WSW,30.0,NNE,E,11.0,11.0,92.0,94.0,1017.9,1013.7,,8.0,16.2,16.7,Yes,Yes
682,2010-10-14,Albury,12.7,19.1,19.0,,,W,24.0,NNW,W,4.0,6.0,92.0,69.0,1013.6,1010.3,7.0,,14.0,18.0,Yes,Yes
683,2010-10-15,Albury,13.8,18.6,22.2,,,WNW,63.0,NNW,NE,28.0,4.0,93.0,90.0,989.8,982.9,8.0,8.0,18.5,17.1,Yes,Yes
684,2010-10-16,Albury,4.8,12.8,32.8,,,W,52.0,WSW,W,20.0,28.0,72.0,61.0,1004.6,1008.3,8.0,,6.4,11.2,Yes,No
685,2010-10-17,Albury,6.3,15.4,0.0,,,WNW,35.0,WNW,NW,15.0,17.0,77.0,56.0,1016.1,1016.3,7.0,8.0,9.5,14.7,No,No
686,2010-10-18,Albury,9.2,17.4,0.0,,,W,39.0,NW,WNW,2.0,20.0,74.0,50.0,1019.9,1019.4,7.0,1.0,12.5,17.1,No,No
687,2010-10-19,Albury,4.8,19.0,0.0,,,WNW,22.0,W,WSW,6.0,11.0,78.0,49.0,1026.0,1024.8,,4.0,10.9,18.2,No,No
688,2010-10-20,Albury,5.7,21.8,0.0,,,SE,20.0,,SSE,0.0,11.0,80.0,51.0,1028.7,1025.0,,,11.9,19.9,No,No
689,2010-10-21,Albury,8.0,23.3,0.0,,,N,20.0,,SSW,0.0,11.0,75.0,47.0,1024.5,1020.8,,,13.5,22.9,No,No
690,2010-10-22,Albury,9.5,25.8,0.0,,,NNE,30.0,E,N,6.0,17.0,77.0,49.0,1020.9,1016.9,,,14.9,25.2,No,No
691,2010-10-23,Albury,14.8,19.0,0.4,,,W,28.0,W,NW,6.0,15.0,81.0,77.0,1016.8,1016.8,8.0,5.0,17.4,17.2,No,Yes
692,2010-10-24,Albury,8.2,22.2,2.4,,,SSE,26.0,SE,S,19.0,9.0,65.0,51.0,1020.6,1018.7,5.0,,14.2,21.1,Yes,No
693,2010-10-25,Albury,10.9,22.2,0.0,,,WNW,22.0,SSE,WNW,4.0,11.0,77.0,47.0,1022.4,1018.5,4.0,1.0,14.6,20.8,No,No
694,2010-10-26,Albury,8.8,23.5,0.0,,,WNW,33.0,SE,NW,7.0,20.0,80.0,35.0,1017.9,1015.6,,,14.8,23.0,No,Yes
695,2010-10-27,Albury,10.2,22.3,1.6,,,WNW,35.0,S,W,11.0,17.0,81.0,46.0,1016.2,1015.4,,2.0,15.6,21.6,Yes,No
696,2010-10-28,Albury,8.8,23.6,0.0,,,NE,26.0,SSE,NNE,7.0,7.0,73.0,48.0,1019.8,1016.4,,,15.0,21.9,No,No
697,2010-10-29,Albury,10.3,25.6,0.0,,,NE,39.0,E,ENE,7.0,24.0,70.0,44.0,1017.2,1012.6,,,17.1,25.5,No,Yes
698,2010-10-30,Albury,16.0,19.5,3.4,,,NE,33.0,SE,ENE,7.0,19.0,95.0,96.0,1010.7,1008.4,8.0,8.0,17.6,18.6,Yes,Yes
699,2010-10-31,Albury,13.8,18.7,50.8,,,NNW,52.0,N,NNW,17.0,22.0,78.0,67.0,1011.3,1012.0,8.0,8.0,15.5,17.6,Yes,Yes
700,2010-11-01,Albury,10.2,18.9,1.2,,,W,35.0,W,W,6.0,19.0,79.0,52.0,1016.5,1013.8,7.0,1.0,12.5,17.5,Yes,No
701,2010-11-02,Albury,7.1,20.3,0.0,,,SW,44.0,WSW,WSW,11.0,24.0,73.0,51.0,1016.3,1014.7,,8.0,12.1,20.2,No,No
702,2010-11-03,Albury,10.7,18.0,0.0,,,WNW,35.0,W,WNW,9.0,26.0,63.0,49.0,1019.3,1018.2,,5.0,14.4,16.9,No,No
703,2010-11-04,Albury,10.1,18.8,0.0,,,SSE,33.0,SE,E,13.0,15.0,61.0,48.0,1020.8,1019.0,8.0,5.0,13.3,18.2,No,No
704,2010-11-05,Albury,11.1,21.0,0.0,,,ENE,44.0,SE,SE,19.0,13.0,53.0,37.0,1023.0,1019.6,7.0,,15.0,20.5,No,No
705,2010-11-06,Albury,7.5,22.9,0.0,,,ENE,31.0,SE,NNE,15.0,6.0,59.0,42.0,1022.6,1018.6,,,14.4,20.9,No,No
706,2010-11-07,Albury,9.3,24.5,0.0,,,W,54.0,SE,N,9.0,19.0,73.0,46.0,1018.3,1013.8,,1.0,15.9,24.1,No,Yes
707,2010-11-08,Albury,14.7,24.7,2.2,,,NW,31.0,N,WSW,11.0,20.0,71.0,64.0,1013.8,1014.7,7.0,4.0,19.4,23.4,Yes,No
708,2010-11-09,Albury,11.6,27.7,0.0,,,SSW,46.0,SE,S,7.0,11.0,69.0,47.0,1024.3,1021.4,,1.0,18.4,26.0,No,No
709,2010-11-10,Albury,15.5,29.0,0.0,,,WSW,46.0,E,NNW,7.0,17.0,76.0,45.0,1019.9,1015.0,,3.0,21.5,28.2,No,No
710,2010-11-11,Albury,15.2,30.5,0.6,,,N,28.0,SSE,NNE,9.0,13.0,73.0,47.0,1014.3,1010.0,,,20.6,29.2,No,No
711,2010-11-12,Albury,17.5,31.3,0.0,,,NNE,41.0,NE,NE,20.0,26.0,60.0,41.0,1012.5,1008.7,1.0,,24.4,30.4,No,No
712,2010-11-13,Albury,21.1,26.9,0.0,,,ENE,61.0,E,ENE,13.0,24.0,63.0,78.0,1012.1,1011.0,7.0,3.0,24.4,24.8,No,Yes
713,2010-11-14,Albury,19.2,22.6,52.6,,,N,26.0,WNW,WNW,15.0,15.0,93.0,73.0,1013.9,1013.2,8.0,,19.2,22.1,Yes,Yes
714,2010-11-15,Albury,15.9,23.1,2.4,,,W,37.0,W,W,19.0,19.0,84.0,32.0,1014.3,1011.7,7.0,,16.7,22.6,Yes,No
715,2010-11-16,Albury,11.4,20.8,0.0,,,W,33.0,W,WSW,11.0,19.0,56.0,42.0,1015.4,1013.8,,3.0,15.8,19.8,No,No
716,2010-11-17,Albury,8.8,23.3,0.0,,,W,43.0,E,W,4.0,17.0,65.0,34.0,1017.5,1014.5,,,15.6,22.0,No,No
717,2010-11-18,Albury,9.1,24.8,0.0,,,W,37.0,ENE,WNW,6.0,22.0,68.0,36.0,1015.7,1013.5,,,16.0,24.0,No,No
718,2010-11-19,Albury,12.1,25.5,0.0,,,SE,26.0,SSE,S,17.0,11.0,56.0,39.0,1020.9,1019.8,,,17.1,24.2,No,No
719,2010-11-20,Albury,12.0,27.3,0.0,,,NE,26.0,E,SSE,7.0,9.0,63.0,39.0,1026.0,1022.1,,,18.3,25.5,No,No
720,2010-11-21,Albury,12.7,29.7,0.0,,,N,22.0,E,W,11.0,9.0,70.0,29.0,1022.1,1019.1,5.0,,20.0,29.5,No,No
721,2010-11-22,Albury,14.7,29.9,0.0,,,ENE,26.0,SE,NNE,7.0,7.0,59.0,36.0,1022.7,1019.5,,,22.0,29.2,No,No
722,2010-11-23,Albury,14.8,29.4,0.0,,,N,31.0,ENE,NNE,22.0,17.0,49.0,34.0,1023.5,1020.5,,2.0,23.2,28.4,No,No
723,2010-11-24,Albury,18.1,30.1,0.0,,,N,35.0,NNE,NNE,20.0,11.0,46.0,31.0,1021.8,1018.8,,,24.0,29.5,No,No
724,2010-11-25,Albury,18.9,27.6,0.0,,,W,44.0,ENE,WSW,7.0,15.0,47.0,57.0,1018.2,1017.0,7.0,,23.9,25.7,No,Yes
725,2010-11-26,Albury,17.9,24.2,4.0,,,WSW,39.0,NNW,ENE,13.0,9.0,92.0,68.0,1018.1,1015.5,8.0,8.0,18.5,23.6,Yes,Yes
726,2010-11-27,Albury,14.8,27.6,19.2,,,N,44.0,SE,N,9.0,6.0,77.0,66.0,1012.6,1008.5,,8.0,20.6,22.7,Yes,Yes
727,2010-11-28,Albury,17.8,21.4,18.8,,,NNE,44.0,NNW,NW,17.0,17.0,86.0,89.0,1007.6,1007.9,,,18.5,19.4,Yes,Yes
728,2010-11-29,Albury,13.6,22.6,14.8,,,SSE,43.0,SE,SE,20.0,22.0,69.0,51.0,1013.6,1012.7,5.0,2.0,16.6,21.7,Yes,Yes
729,2010-11-30,Albury,14.4,23.3,1.6,,,SE,35.0,SE,NE,22.0,13.0,69.0,81.0,1015.0,1014.3,,,17.4,19.5,Yes,Yes
730,2010-12-01,Albury,16.7,23.9,12.0,,,SE,24.0,SE,SE,11.0,9.0,72.0,73.0,1014.1,1013.3,,8.0,19.6,20.6,Yes,No
731,2010-12-02,Albury,16.1,26.6,0.6,,,NW,50.0,ESE,S,9.0,11.0,70.0,90.0,1015.0,1013.3,,8.0,21.3,19.0,No,Yes
732,2010-12-03,Albury,15.7,27.3,18.4,,,NNE,41.0,SE,S,13.0,15.0,71.0,75.0,1014.6,1011.3,,,21.3,21.4,Yes,Yes
733,2010-12-04,Albury,17.3,29.9,1.2,,,WSW,44.0,SSW,WNW,2.0,17.0,65.0,48.0,1012.6,1009.3,1.0,6.0,22.5,28.6,Yes,No
734,2010-12-05,Albury,16.6,31.6,0.0,,,SSE,28.0,SSE,SE,4.0,13.0,63.0,31.0,1011.5,1008.2,,,23.1,30.7,No,No
735,2010-12-06,Albury,18.9,30.4,0.0,,,ENE,43.0,SE,NE,11.0,19.0,63.0,38.0,1012.7,1008.9,1.0,,23.3,29.3,No,No
736,2010-12-07,Albury,21.3,29.8,0.0,,,NNE,43.0,NE,NE,24.0,26.0,50.0,44.0,1011.5,1008.8,1.0,8.0,25.5,29.0,No,Yes
737,2010-12-08,Albury,20.3,29.7,3.2,,,NNW,61.0,NNE,NNE,22.0,35.0,82.0,55.0,1009.4,1005.0,8.0,7.0,21.4,29.1,Yes,Yes
738,2010-12-09,Albury,18.0,26.7,25.6,,,W,39.0,W,WNW,11.0,20.0,85.0,50.0,1009.1,1007.2,8.0,8.0,20.5,26.0,Yes,No
739,2010-12-10,Albury,16.7,22.5,0.0,,,WNW,46.0,WNW,W,13.0,26.0,59.0,38.0,1010.1,1008.7,8.0,,19.1,21.9,No,No
740,2010-12-11,Albury,11.2,24.3,0.0,,,WNW,43.0,W,WNW,17.0,24.0,59.0,35.0,1009.2,1004.5,,1.0,15.6,22.8,No,No
741,2010-12-12,Albury,15.0,22.2,0.0,,,NW,46.0,W,WNW,24.0,24.0,54.0,33.0,1005.6,1006.3,2.0,,17.7,22.0,No,No
742,2010-12-13,Albury,10.5,26.2,0.0,,,WNW,33.0,ESE,SW,7.0,11.0,65.0,32.0,1014.3,1012.5,,,17.0,24.2,No,No
743,2010-12-14,Albury,13.7,28.8,0.0,,,ENE,24.0,SE,NE,6.0,7.0,67.0,36.0,1015.0,1010.4,,,18.6,27.6,No,No
744,2010-12-15,Albury,16.1,31.1,0.0,,,NNE,35.0,ENE,NNW,15.0,11.0,57.0,28.0,1008.7,1003.6,,5.0,24.3,29.8,No,No
745,2010-12-16,Albury,15.1,25.6,0.4,,,W,43.0,W,WSW,20.0,26.0,72.0,21.0,1004.6,1003.8,,,17.6,24.7,No,No
746,2010-12-17,Albury,10.3,25.9,0.0,,,NW,46.0,NE,W,6.0,26.0,62.0,31.0,1005.3,1002.1,,7.0,17.7,24.1,No,No
747,2010-12-18,Albury,14.0,20.8,1.0,,,WNW,76.0,NNW,W,19.0,35.0,64.0,52.0,1002.4,1002.8,,7.0,16.9,18.7,No,Yes
748,2010-12-19,Albury,10.4,18.0,3.0,,,W,61.0,ENE,NNW,9.0,13.0,71.0,55.0,998.8,994.3,8.0,8.0,15.0,17.4,Yes,Yes
749,2010-12-20,Albury,8.6,20.5,6.2,,,WSW,52.0,W,WSW,20.0,22.0,79.0,50.0,1002.3,1004.3,7.0,8.0,10.8,18.6,Yes,Yes
750,2010-12-21,Albury,9.9,21.2,1.6,,,WSW,41.0,WSW,W,15.0,19.0,68.0,48.0,1010.5,1011.5,,7.0,14.3,19.3,Yes,No
751,2010-12-22,Albury,9.4,25.9,0.0,,,SW,28.0,ESE,SE,6.0,11.0,71.0,37.0,1018.4,1015.7,,,16.6,24.2,No,No
752,2010-12-23,Albury,12.3,29.2,0.0,,,SW,41.0,,WSW,0.0,20.0,62.0,24.0,1018.1,1017.4,,,19.8,28.1,No,No
753,2010-12-24,Albury,13.9,30.8,0.0,,,NE,31.0,SE,ENE,15.0,9.0,47.0,33.0,1022.3,1018.2,,,20.6,29.4,No,No
754,2010-12-25,Albury,19.3,29.1,0.0,,,SSE,35.0,NE,N,15.0,24.0,60.0,72.0,1014.6,1009.9,,8.0,23.2,23.4,No,No
755,2010-12-26,Albury,17.5,30.0,1.0,,,SW,43.0,E,W,6.0,30.0,75.0,35.0,1005.4,1000.5,2.0,,22.2,28.4,No,No
756,2010-12-27,Albury,11.3,22.2,0.0,,,W,57.0,W,W,13.0,31.0,57.0,38.0,1006.7,1007.1,,,16.3,22.0,No,No
757,2010-12-28,Albury,9.1,26.7,0.0,,,SSE,37.0,SE,ENE,17.0,11.0,49.0,35.0,1016.8,1014.2,,,15.1,24.7,No,No
758,2010-12-29,Albury,13.5,31.0,0.0,,,NW,30.0,N,SW,19.0,13.0,57.0,28.0,1015.6,1012.8,,,21.9,29.6,No,No
759,2010-12-30,Albury,14.8,34.0,0.0,,,SW,41.0,ESE,WSW,9.0,24.0,55.0,25.0,1015.8,1013.3,,,21.7,33.5,No,No
760,2010-12-31,Albury,15.7,38.1,0.0,,,N,46.0,ESE,N,2.0,9.0,55.0,22.0,1014.3,1010.7,,,23.3,36.7,No,No
761,2011-01-01,Albury,23.2,35.8,0.0,,,ENE,26.0,S,WSW,13.0,9.0,46.0,29.0,1011.1,1009.2,,,26.8,32.8,No,No
762,2011-01-02,Albury,20.1,31.1,0.6,,,W,35.0,SW,WSW,2.0,15.0,45.0,27.0,1010.9,1009.5,,,25.1,30.2,No,No
763,2011-01-03,Albury,13.6,29.4,0.0,,,WNW,35.0,SSE,WNW,19.0,11.0,56.0,28.0,1011.8,1009.3,,,20.2,28.4,No,No
764,2011-01-04,Albury,13.9,29.2,0.0,,,SSE,24.0,SE,SE,11.0,11.0,53.0,38.0,1011.6,1007.8,,,19.9,27.9,No,No
765,2011-01-05,Albury,16.0,28.9,0.0,,,SSE,31.0,ENE,SW,4.0,9.0,57.0,31.0,1006.2,1004.3,,,22.0,26.8,No,No
766,2011-01-06,Albury,16.5,31.6,0.0,,,NNE,30.0,SE,N,19.0,13.0,48.0,34.0,1010.3,1007.7,,,21.4,30.0,No,No
767,2011-01-07,Albury,16.1,30.7,0.0,,,NNE,26.0,NNE,SW,17.0,6.0,51.0,42.0,1012.7,1010.1,,,23.4,29.3,No,No
768,2011-01-08,Albury,17.8,32.0,0.0,,,ENE,31.0,,E,0.0,11.0,66.0,40.0,1012.0,1009.1,,,22.9,31.1,No,No
769,2011-01-09,Albury,20.1,33.0,0.0,,,ENE,61.0,SE,SSE,17.0,22.0,55.0,41.0,1013.8,1010.6,,,26.7,32.5,No,Yes
770,2011-01-10,Albury,20.1,32.0,35.0,,,ENE,37.0,SSE,ENE,19.0,11.0,68.0,40.0,1013.6,1010.0,,,24.1,31.2,Yes,Yes
771,2011-01-11,Albury,21.6,26.4,1.4,,,NE,37.0,SE,NNE,13.0,15.0,81.0,87.0,1011.7,1009.4,8.0,8.0,22.5,23.0,Yes,Yes
772,2011-01-12,Albury,21.5,28.9,5.0,,,NE,44.0,NE,NW,19.0,11.0,66.0,84.0,1006.9,1006.2,8.0,,25.5,24.5,Yes,Yes
773,2011-01-13,Albury,22.1,30.6,14.2,,,NE,41.0,ESE,ENE,6.0,28.0,86.0,59.0,1009.5,1006.5,8.0,8.0,24.4,29.5,Yes,Yes
774,2011-01-14,Albury,24.0,25.5,2.4,,,NE,52.0,NE,NNE,33.0,22.0,61.0,90.0,1006.0,1006.0,,8.0,24.5,21.2,Yes,Yes
775,2011-01-15,Albury,19.9,31.4,13.8,,,WSW,24.0,SE,SSE,4.0,11.0,83.0,34.0,1009.4,1007.4,1.0,,22.3,29.6,Yes,No
776,2011-01-16,Albury,18.5,33.7,0.0,,,WSW,31.0,S,NW,2.0,13.0,71.0,46.0,1009.7,1005.1,,,23.8,32.6,No,No
777,2011-01-17,Albury,19.8,26.9,0.0,,,WSW,48.0,WNW,W,19.0,24.0,70.0,36.0,1004.4,1003.3,,,21.6,26.5,No,No
778,2011-01-18,Albury,12.9,27.2,0.0,,,W,28.0,S,S,6.0,9.0,64.0,43.0,1007.4,1005.9,,,17.9,25.5,No,No
779,2011-01-19,Albury,12.9,29.3,0.0,,,NE,28.0,E,SE,4.0,9.0,70.0,36.0,1009.1,1007.8,,,19.1,26.9,No,No
780,2011-01-20,Albury,16.1,31.9,0.0,,,E,22.0,SSE,NNE,13.0,13.0,63.0,38.0,1011.8,1009.4,,,21.4,29.5,No,No
781,2011-01-21,Albury,17.8,32.5,0.0,,,N,37.0,SE,NNW,9.0,6.0,60.0,40.0,1012.4,1009.9,,,24.9,32.0,No,No
782,2011-01-22,Albury,19.8,34.6,0.0,,,NE,43.0,ESE,N,13.0,13.0,60.0,37.0,1013.6,1010.3,,,25.3,33.0,No,No
783,2011-01-23,Albury,20.7,31.4,0.0,,,ENE,39.0,E,S,11.0,7.0,53.0,41.0,1010.4,1006.1,,,24.6,30.9,No,No
784,2011-01-24,Albury,19.8,30.6,0.0,,,WSW,35.0,,W,0.0,15.0,68.0,29.0,1002.5,1001.5,,,22.2,30.4,No,No
785,2011-01-25,Albury,14.9,32.0,0.0,,,SW,28.0,S,W,4.0,15.0,60.0,30.0,1008.0,1006.6,,,21.1,30.3,No,No
786,2011-01-26,Albury,21.1,34.4,0.0,,,SW,39.0,S,SSW,9.0,20.0,63.0,40.0,1008.2,1009.6,,,25.1,33.4,No,No
787,2011-01-27,Albury,14.3,31.6,0.0,,,WSW,39.0,,WSW,0.0,19.0,60.0,30.0,1014.5,1013.7,,,19.8,29.5,No,No
788,2011-01-28,Albury,12.6,32.3,0.0,,,E,28.0,SE,SSE,13.0,9.0,56.0,20.0,1017.8,1015.9,,,20.6,30.6,No,No
